CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,MEASYEAR,SOILSPCT,COMPCPCT,TYPRTDCD,TYPCMPCD,TYPAREACD,TYPOTHRCD,CREATED_DATE,MODIFIED_DATE
311810754489998,253419194010854,2011,72,97,196,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311813521489998,253419229010854,2011,72,101,2,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311813522489998,253419229010854,2011,72,101,2,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311813523489998,253419229010854,2011,72,101,2,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311813524489998,253419229010854,2011,72,101,2,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311818213489998,253419299010854,2011,72,103,13,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:15,
311818214489998,253419299010854,2011,72,103,13,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:15,
311818215489998,253419299010854,2011,72,103,13,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:15,
311818216489998,253419299010854,2011,72,103,13,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:15,
311815037489998,253419254010854,2011,72,103,14,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311815038489998,253419254010854,2011,72,103,14,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311815039489998,253419254010854,2011,72,103,14,3.0,2011,50.0,50.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311815040489998,253419254010854,2011,72,103,14,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311811664489998,253419192010854,2011,72,107,7,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311811665489998,253419192010854,2011,72,107,7,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311814917489998,253419253010854,2011,72,107,8,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311814918489998,253419253010854,2011,72,107,8,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311810034489998,253419182010854,2011,72,109,4,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311810035489998,253419182010854,2011,72,109,4,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311810036489998,253419182010854,2011,72,109,4,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311810037489998,253419182010854,2011,72,109,4,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311817761489998,253419291010854,2011,72,109,6,1.0,2011,5.0,0.0,,,,,2015-03-17 15:12:15,
311817762489998,253419291010854,2011,72,109,6,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:15,
311817763489998,253419291010854,2011,72,109,6,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:15,
311813226489998,253419227010854,2011,72,109,9,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311813227489998,253419227010854,2011,72,109,9,2.0,2011,60.0,0.0,,,,,2015-03-17 15:12:14,
311813228489998,253419227010854,2011,72,109,9,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311813229489998,253419227010854,2011,72,109,9,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311813002489998,253419225010854,2011,72,111,7,1.0,2011,10.0,20.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311813003489998,253419225010854,2011,72,111,7,3.0,2011,40.0,0.0,,,,,2015-03-17 15:12:14,
311813004489998,253419225010854,2011,72,111,7,4.0,2011,30.0,0.0,,,,,2015-03-17 15:12:14,
311817498489998,253419289010854,2011,72,113,24,1.0,2011,5.0,30.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:15,
311817499489998,253419289010854,2011,72,113,24,2.0,2011,20.0,0.0,,,,,2015-03-17 15:12:15,
311818262489998,253419300010854,2011,72,117,3,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:15,
311818263489998,253419300010854,2011,72,117,3,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:15,
311814585489998,253419247010854,2011,72,119,5,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311814586489998,253419247010854,2011,72,119,5,2.0,2011,15.0,0.0,,,,,2015-03-17 15:12:14,
311814587489998,253419247010854,2011,72,119,5,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311814588489998,253419247010854,2011,72,119,5,4.0,2011,5.0,0.0,,,,,2015-03-17 15:12:14,
311814208489998,253419242010854,2011,72,119,25,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311814209489998,253419242010854,2011,72,119,25,2.0,2011,0.0,50.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311814210489998,253419242010854,2011,72,119,25,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311814211489998,253419242010854,2011,72,119,25,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311811416489998,253419204010854,2011,72,121,2,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311811417489998,253419204010854,2011,72,121,2,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311811418489998,253419204010854,2011,72,121,2,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311811419489998,253419204010854,2011,72,121,2,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311810528489998,253419189010854,2011,72,123,5,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311810529489998,253419189010854,2011,72,123,5,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311810530489998,253419189010854,2011,72,123,5,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311809333489998,253419170010854,2011,72,123,9,1.0,2011,0.0,40.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311809334489998,253419170010854,2011,72,123,9,2.0,2011,20.0,0.0,,,,,2015-03-17 15:12:14,
311809335489998,253419170010854,2011,72,123,9,3.0,2011,30.0,0.0,,,,,2015-03-17 15:12:14,
311809336489998,253419170010854,2011,72,123,9,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311812063489998,253419212010854,2011,72,125,3,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311812064489998,253419212010854,2011,72,125,3,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311812065489998,253419212010854,2011,72,125,3,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311812066489998,253419212010854,2011,72,125,3,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311813404489998,253419211010854,2011,72,125,5,1.0,2011,0.0,10.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311813405489998,253419211010854,2011,72,125,5,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311813406489998,253419211010854,2011,72,125,5,3.0,2011,0.0,90.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311813407489998,253419211010854,2011,72,125,5,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311811107489998,253419197010854,2011,72,125,9,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311811108489998,253419197010854,2011,72,125,9,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311811109489998,253419197010854,2011,72,125,9,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311811110489998,253419197010854,2011,72,125,9,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311811717489998,253419199010854,2011,72,129,6,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311811718489998,253419199010854,2011,72,129,6,3.0,2011,5.0,5.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311811719489998,253419199010854,2011,72,129,6,4.0,2011,5.0,0.0,,,,,2015-03-17 15:12:14,
311813665489998,253419231010854,2011,72,131,2,1.0,2011,0.0,99.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311813666489998,253419231010854,2011,72,131,2,2.0,2011,5.0,30.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311813667489998,253419231010854,2011,72,131,2,3.0,2011,0.0,99.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311813668489998,253419231010854,2011,72,131,2,4.0,2011,5.0,30.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311813311489998,253419232010854,2011,72,131,5,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311813312489998,253419232010854,2011,72,131,5,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311813313489998,253419232010854,2011,72,131,5,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311810321489998,253419186010854,2011,72,133,2,1.0,2011,30.0,20.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311810322489998,253419186010854,2011,72,133,2,2.0,2011,5.0,80.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311810323489998,253419186010854,2011,72,133,2,3.0,2011,5.0,20.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311810324489998,253419186010854,2011,72,133,2,4.0,2011,20.0,30.0,1.0,0.0,0.0,0.0,2015-03-17 15:12:14,
311813973489998,253419236010854,2011,72,135,1,1.0,2011,15.0,0.0,,,,,2015-03-17 15:12:14,
311813974489998,253419236010854,2011,72,135,1,2.0,2011,10.0,0.0,,,,,2015-03-17 15:12:14,
311813723489998,253419234010854,2011,72,139,1,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311814448489998,253419246010854,2011,72,141,2,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311814449489998,253419246010854,2011,72,141,2,2.0,2011,10.0,0.0,,,,,2015-03-17 15:12:14,
311814450489998,253419246010854,2011,72,141,2,3.0,2011,0.0,10.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311814451489998,253419246010854,2011,72,141,2,4.0,2011,0.0,10.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311814768489998,253419251010854,2011,72,141,14,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311814769489998,253419251010854,2011,72,141,14,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311814770489998,253419251010854,2011,72,141,14,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311814771489998,253419251010854,2011,72,141,14,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311817245489998,253419286010854,2011,72,143,1,3.0,2011,5.0,40.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:15,
311817246489998,253419286010854,2011,72,143,1,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:15,
311816984489998,253419278010854,2011,72,145,8,3.0,2011,10.0,50.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:15,
311811910489998,253419209010854,2011,72,149,1,4.0,2011,10.0,10.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311811569489998,253419210010854,2011,72,149,4,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311811570489998,253419210010854,2011,72,149,4,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311811571489998,253419210010854,2011,72,149,4,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311811572489998,253419210010854,2011,72,149,4,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311812469489998,253419217010854,2011,72,153,1,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311812470489998,253419217010854,2011,72,153,1,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311812471489998,253419217010854,2011,72,153,1,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311812472489998,253419217010854,2011,72,153,1,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311809283489998,253419172010854,2011,72,153,2,1.0,2011,10.0,30.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311809284489998,253419172010854,2011,72,153,2,2.0,2011,10.0,15.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311809285489998,253419172010854,2011,72,153,2,3.0,2011,30.0,50.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311809286489998,253419172010854,2011,72,153,2,4.0,2011,20.0,40.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311809665489998,253419178010854,2011,72,153,3,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311809666489998,253419178010854,2011,72,153,3,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311809667489998,253419178010854,2011,72,153,3,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311809668489998,253419178010854,2011,72,153,3,4.0,2011,20.0,0.0,,,,,2015-03-17 15:12:14,
311817977489998,253419293010854,2011,72,153,11,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:15,
311817978489998,253419293010854,2011,72,153,11,2.0,2011,0.0,30.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:15,
311817979489998,253419293010854,2011,72,153,11,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:15,
311817980489998,253419293010854,2011,72,153,11,4.0,2011,0.0,10.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:15,
311812788489998,253419222010854,2011,72,153,12,1.0,2011,50.0,50.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311812789489998,253419222010854,2011,72,153,12,2.0,2011,30.0,20.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311812790489998,253419222010854,2011,72,153,12,3.0,2011,20.0,40.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311812791489998,253419222010854,2011,72,153,12,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
312735419489998,219013688020004,2014,72,49,13,1.0,2015,0.0,1.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
312735420489998,219013688020004,2014,72,49,13,2.0,2015,0.0,0.0,,,,,2015-03-17 15:12:14,
312735421489998,219013688020004,2014,72,49,13,3.0,2015,0.0,0.0,,,,,2015-03-17 15:12:14,
312735422489998,219013688020004,2014,72,49,13,4.0,2015,0.0,0.0,,,,,2015-03-17 15:12:14,
312735191489998,219013498020004,2014,72,49,20,1.0,2015,0.0,0.0,,,,,2015-03-17 15:12:14,
312735192489998,219013498020004,2014,72,49,20,2.0,2015,0.0,1.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
312735193489998,219013498020004,2014,72,49,20,3.0,2015,0.0,0.0,,,,,2015-03-17 15:12:14,
312735194489998,219013498020004,2014,72,49,20,4.0,2015,0.0,1.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
312735262489998,219013534020004,2014,72,49,148,1.0,2015,30.0,80.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
312735263489998,219013534020004,2014,72,49,148,2.0,2015,20.0,50.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
312735264489998,219013534020004,2014,72,49,148,3.0,2015,20.0,50.0,1.0,0.0,1.0,0.0,2015-03-17 15:12:14,
312735265489998,219013534020004,2014,72,49,148,4.0,2015,1.0,80.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
312735336489998,219013535020004,2014,72,49,216,1.0,2015,0.0,50.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
312735337489998,219013535020004,2014,72,49,216,2.0,2015,0.0,50.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
312735338489998,219013535020004,2014,72,49,216,3.0,2015,0.0,50.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
312735339489998,219013535020004,2014,72,49,216,4.0,2015,0.0,50.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311807980489998,219013694020004,2014,72,147,5,1.0,2014,0.0,1.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311807981489998,219013694020004,2014,72,147,5,2.0,2014,0.0,1.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311807982489998,219013694020004,2014,72,147,5,3.0,2014,0.0,1.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311807983489998,219013694020004,2014,72,147,5,4.0,2014,0.0,1.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311809100489998,219013872020004,2014,72,147,8,1.0,2014,1.0,15.0,1.0,0.0,0.0,0.0,2015-03-17 15:12:14,
311809101489998,219013872020004,2014,72,147,8,2.0,2014,1.0,1.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311809102489998,219013872020004,2014,72,147,8,3.0,2014,0.0,1.0,0.0,1.0,1.0,0.0,2015-03-17 15:12:14,
311809103489998,219013872020004,2014,72,147,8,4.0,2014,0.0,10.0,0.0,1.0,0.0,0.0,2015-03-17 15:12:14,
311808517489998,219013828020004,2014,72,147,89,1.0,2014,0.0,99.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311808518489998,219013828020004,2014,72,147,89,2.0,2014,0.0,99.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311808519489998,219013828020004,2014,72,147,89,4.0,2014,20.0,99.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311809184489998,219013875020004,2014,72,147,155,1.0,2014,0.0,99.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311809185489998,219013875020004,2014,72,147,155,3.0,2014,0.0,99.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311809186489998,219013875020004,2014,72,147,155,4.0,2014,0.0,99.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311808451489998,219013816020004,2014,72,147,213,1.0,2014,0.0,99.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311808452489998,219013816020004,2014,72,147,213,2.0,2014,0.0,99.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311808453489998,219013816020004,2014,72,147,213,3.0,2014,0.0,99.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311808454489998,219013816020004,2014,72,147,213,4.0,2014,0.0,99.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311807681489998,219013692020004,2014,72,147,253,1.0,2014,1.0,90.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311807682489998,219013692020004,2014,72,147,253,2.0,2014,0.0,90.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311807683489998,219013692020004,2014,72,147,253,3.0,2014,0.0,75.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311807684489998,219013692020004,2014,72,147,253,4.0,2014,0.0,75.0,0.0,0.0,1.0,0.0,2015-03-17 15:12:14,
311811666489998,253419192010854,2011,72,107,7,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311812598489998,253419218010854,2011,72,57,8,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311812599489998,253419218010854,2011,72,57,8,2.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311812600489998,253419218010854,2011,72,57,8,3.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311812601489998,253419218010854,2011,72,57,8,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311812689489998,253419221010854,2011,72,109,2,2.0,2011,10.0,10.0,0.0,1.0,0.0,0.0,2015-03-17 15:12:14,
311810665489998,253419193010854,2011,72,97,39,1.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
311811667489998,253419192010854,2011,72,107,7,4.0,2011,0.0,0.0,,,,,2015-03-17 15:12:14,
