CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SMPLNNBR,MEASYEAR,FORFLTHK,LTRLRTHK,FORFLTHKN,LTRLRTHKN,FORFLTHKS,LTRLRTHKS,FORFLTHKE,LTRLRTHKE,FORFLTHKW,LTRLRTHKW,CONDID,VSTNBR,TXTRLYR1,TXTRLYR2,DPTHSBSL,SOILS_STATCD,CREATED_DATE,MODIFIED_DATE
311815237489998,253419258010854,2011,72,97,168,4,2011,,,,,,,,,,,2,2,,,,2,2015-03-17 15:12:15,
311810755489998,253419194010854,2011,72,97,196,2,2011,,,,,,,,,,,2,2,,,,2,2015-03-17 15:12:14,
311810756489998,253419194010854,2011,72,97,196,3,2011,1.25,1.25,1.6,1.6,1.3,1.3,1.0,1.0,1.1,1.1,1,2,,,3.8,1,2015-03-17 15:12:14,
311810757489998,253419194010854,2011,72,97,196,4,2011,2.275,2.275,2.2,2.2,2.9,2.9,1.6,1.6,2.4,2.4,1,2,,,4.0,1,2015-03-17 15:12:14,
311813525489998,253419229010854,2011,72,101,2,2,2011,1.225,1.225,0.5,0.5,1.7,1.7,0.2,0.2,2.5,2.5,1,2,9.0,9.0,5.5,1,2015-03-17 15:12:14,
311813526489998,253419229010854,2011,72,101,2,3,2011,1.6,1.6,0.9,0.9,1.8,1.8,2.4,2.4,1.3,1.3,1,2,,,3.0,1,2015-03-17 15:12:14,
311813527489998,253419229010854,2011,72,101,2,4,2011,2.675,2.675,1.6,1.6,3.0,3.0,1.8,1.8,4.3,4.3,1,2,,,4.3,1,2015-03-17 15:12:14,
311818217489998,253419299010854,2011,72,103,13,2,2011,2.15,2.15,1.3,1.3,1.0,1.0,3.6,3.6,2.7,2.7,1,2,2.0,2.0,20.0,1,2015-03-17 15:12:15,
311818218489998,253419299010854,2011,72,103,13,3,2011,2.575,1.675,4.3,0.7,2.5,2.5,2.0,2.0,1.5,1.5,1,2,,,20.0,1,2015-03-17 15:12:15,
311818219489998,253419299010854,2011,72,103,13,4,2011,3.35,3.225,3.5,3.5,4.0,3.7,3.1,3.1,2.8,2.6,1,2,,,20.0,1,2015-03-17 15:12:15,
311815041489998,253419254010854,2011,72,103,14,2,2011,1.475,1.475,1.6,1.6,2.0,2.0,0.9,0.9,1.4,1.4,1,2,2.0,2.0,20.0,1,2015-03-17 15:12:14,
311815042489998,253419254010854,2011,72,103,14,3,2011,2.6,2.525,3.3,3.0,1.7,1.7,3.0,3.0,2.4,2.4,1,2,,,3.7,1,2015-03-17 15:12:14,
311815043489998,253419254010854,2011,72,103,14,4,2011,1.45,1.45,0.9,0.9,2.6,2.6,1.3,1.3,1.0,1.0,1,2,,,5.7,1,2015-03-17 15:12:14,
311811668489998,253419192010854,2011,72,107,7,2,2011,0.725,0.725,1.0,1.0,1.0,1.0,0.4,0.4,0.5,0.5,1,2,2.0,2.0,20.0,1,2015-03-17 15:12:14,
311811669489998,253419192010854,2011,72,107,7,3,2011,2.425,2.425,0.5,0.5,2.5,2.5,2.5,2.5,4.2,4.2,1,2,,,20.0,1,2015-03-17 15:12:14,
311811670489998,253419192010854,2011,72,107,7,4,2011,0.95,0.95,0.5,0.5,1.2,1.2,0.7,0.7,1.4,1.4,1,2,,,20.0,1,2015-03-17 15:12:14,
311814919489998,253419253010854,2011,72,107,8,2,2011,1.725,1.725,1.1,1.1,1.5,1.5,2.2,2.2,2.1,2.1,2,2,2.0,2.0,20.0,1,2015-03-17 15:12:14,
311814920489998,253419253010854,2011,72,107,8,3,2011,,,,,,,,,,,1,2,,,,2,2015-03-17 15:12:14,
311814921489998,253419253010854,2011,72,107,8,4,2011,0.3,0.3,0.0,0.0,0.8,0.8,0.2,0.2,0.2,0.2,2,2,,,20.0,1,2015-03-17 15:12:14,
311812690489998,253419221010854,2011,72,109,2,2,2011,1.075,1.075,0.5,0.5,0.3,0.3,0.5,0.5,3.0,3.0,2,2,9.0,9.0,1.2,1,2015-03-17 15:12:14,
311812691489998,253419221010854,2011,72,109,2,3,2011,,,,,,,,,,,3,2,,,,2,2015-03-17 15:12:14,
311812692489998,253419221010854,2011,72,109,2,4,2011,,,,,,,,,,,1,2,,,,2,2015-03-17 15:12:14,
311810038489998,253419182010854,2011,72,109,4,2,2011,2.45,2.4,2.0,1.9,2.8,2.7,2.3,2.3,2.7,2.7,1,2,1.0,1.0,5.5,1,2015-03-17 15:12:14,
311810039489998,253419182010854,2011,72,109,4,3,2011,3.75,3.75,3.5,3.5,2.0,2.0,5.0,5.0,4.5,4.5,1,2,,,4.1,1,2015-03-17 15:12:14,
311810040489998,253419182010854,2011,72,109,4,4,2011,0.8,0.8,0.0,0.0,1.0,1.0,1.0,1.0,1.2,1.2,1,2,,,7.1,1,2015-03-17 15:12:14,
311817764489998,253419291010854,2011,72,109,6,2,2011,4.0,4.0,2.5,2.5,4.5,4.5,3.7,3.7,5.3,5.3,1,2,2.0,2.0,20.0,1,2015-03-17 15:12:15,
311817765489998,253419291010854,2011,72,109,6,3,2011,,,,,,,,,,,1,2,,,,6,2015-03-17 15:12:15,
311817766489998,253419291010854,2011,72,109,6,4,2011,2.1,2.1,1.0,1.0,3.0,3.0,2.0,2.0,2.4,2.4,1,2,,,15.0,1,2015-03-17 15:12:15,
311813230489998,253419227010854,2011,72,109,9,2,2011,,,,,,,,,,,1,2,,,,3,2015-03-17 15:12:14,
311813231489998,253419227010854,2011,72,109,9,3,2011,2.65,2.425,3.1,3.0,1.6,1.5,3.4,2.8,2.5,2.4,1,2,,,20.0,1,2015-03-17 15:12:14,
311813232489998,253419227010854,2011,72,109,9,4,2011,4.65,3.85,4.6,2.9,2.3,2.2,6.4,6.4,5.3,3.9,1,2,,,7.2,1,2015-03-17 15:12:14,
311813005489998,253419225010854,2011,72,111,7,2,2011,,,,,,,,,,,2,2,,,,2,2015-03-17 15:12:14,
311813006489998,253419225010854,2011,72,111,7,3,2011,1.575,1.425,1.5,1.5,2.0,2.0,1.8,1.2,1.0,1.0,1,2,,,3.4,1,2015-03-17 15:12:14,
311813007489998,253419225010854,2011,72,111,7,4,2011,1.65,1.65,1.4,1.4,2.0,2.0,1.0,1.0,2.2,2.2,1,2,,,2.8,1,2015-03-17 15:12:14,
311817500489998,253419289010854,2011,72,113,24,2,2011,1.45,1.45,0.0,0.0,1.6,1.6,1.8,1.8,2.4,2.4,1,2,2.0,2.0,7.5,1,2015-03-17 15:12:15,
311817501489998,253419289010854,2011,72,113,24,3,2011,,,,,,,,,,,2,2,,,,2,2015-03-17 15:12:15,
311817502489998,253419289010854,2011,72,113,24,4,2011,,,,,,,,,,,2,2,,,,2,2015-03-17 15:12:15,
311818264489998,253419300010854,2011,72,117,3,2,2011,0.85,0.85,1.0,1.0,0.8,0.8,1.1,1.1,0.5,0.5,2,2,1.0,1.0,2.4,1,2015-03-17 15:12:15,
311818265489998,253419300010854,2011,72,117,3,3,2011,1.1,1.1,1.4,1.4,1.3,1.3,0.5,0.5,1.2,1.2,2,2,,,8.5,1,2015-03-17 15:12:15,
311818266489998,253419300010854,2011,72,117,3,4,2011,,,,,,,,,,,1,2,,,,2,2015-03-17 15:12:15,
311814589489998,253419247010854,2011,72,119,5,2,2011,6.5,6.5,6.5,6.5,3.0,3.0,7.0,7.0,9.5,9.5,1,2,9.0,9.0,3.2,1,2015-03-17 15:12:14,
311814590489998,253419247010854,2011,72,119,5,3,2011,,,,,,,,,,,1,2,,,,4,2015-03-17 15:12:14,
311814591489998,253419247010854,2011,72,119,5,4,2011,2.45,1.775,1.5,1.2,3.0,3.0,1.3,1.3,4.0,1.6,1,2,,,7.5,1,2015-03-17 15:12:14,
311814212489998,253419242010854,2011,72,119,25,2,2011,1.45,1.45,1.7,1.7,1.2,1.2,1.1,1.1,1.8,1.8,1,2,2.0,2.0,20.0,1,2015-03-17 15:12:14,
311814213489998,253419242010854,2011,72,119,25,3,2011,2.775,2.775,2.7,2.7,2.4,2.4,2.9,2.9,3.1,3.1,1,2,,,20.0,1,2015-03-17 15:12:14,
311814214489998,253419242010854,2011,72,119,25,4,2011,2.5,2.375,3.3,3.2,1.9,1.9,2.8,2.5,2.0,1.9,1,2,,,11.3,1,2015-03-17 15:12:14,
311811420489998,253419204010854,2011,72,121,2,2,2011,3.1,1.9,2.4,1.2,3.8,2.3,2.8,1.6,3.4,2.5,1,2,9.0,9.0,8.0,1,2015-03-17 15:12:14,
311811421489998,253419204010854,2011,72,121,2,3,2011,1.725,1.725,0.4,0.4,1.6,1.6,3.2,3.2,1.7,1.7,1,2,,,3.4,1,2015-03-17 15:12:14,
311811422489998,253419204010854,2011,72,121,2,4,2011,3.325,2.075,3.8,1.8,4.0,3.0,2.5,1.5,3.0,2.0,1,2,,,6.0,1,2015-03-17 15:12:14,
311810531489998,253419189010854,2011,72,123,5,2,2011,2.275,2.275,3.1,3.1,3.0,3.0,1.6,1.6,1.4,1.4,1,2,2.0,2.0,3.7,1,2015-03-17 15:12:14,
311810532489998,253419189010854,2011,72,123,5,3,2011,,,,,,,,,,,2,2,,,,2,2015-03-17 15:12:14,
311810533489998,253419189010854,2011,72,123,5,4,2011,0.875,0.875,1.2,1.2,0.5,0.5,0.9,0.9,0.9,0.9,1,2,,,2.5,1,2015-03-17 15:12:14,
311809337489998,253419170010854,2011,72,123,9,2,2011,0.825,0.825,1.3,1.3,0.0,0.0,2.0,2.0,0.0,0.0,1,2,1.0,1.0,10.2,1,2015-03-17 15:12:14,
311809338489998,253419170010854,2011,72,123,9,3,2011,2.6,2.6,2.0,2.0,3.2,3.2,1.5,1.5,3.7,3.7,1,2,,,11.4,1,2015-03-17 15:12:14,
311809339489998,253419170010854,2011,72,123,9,4,2011,1.175,1.175,1.2,1.2,0.7,0.7,0.3,0.3,2.5,2.5,1,2,,,5.0,1,2015-03-17 15:12:14,
311812067489998,253419212010854,2011,72,125,3,2,2011,3.625,2.175,3.4,2.4,3.6,2.1,4.2,2.4,3.3,1.8,1,2,1.0,1.0,8.9,1,2015-03-17 15:12:14,
311812068489998,253419212010854,2011,72,125,3,3,2011,3.625,2.25,3.0,2.0,2.8,1.8,4.2,2.7,4.5,2.5,1,2,,,7.5,1,2015-03-17 15:12:14,
311812069489998,253419212010854,2011,72,125,3,4,2011,4.25,3.075,5.0,3.5,4.2,3.0,3.8,2.8,4.0,3.0,1,2,,,4.6,1,2015-03-17 15:12:14,
311813408489998,253419211010854,2011,72,125,5,2,2011,4.175,4.175,6.0,6.0,3.8,3.8,3.1,3.1,3.8,3.8,1,2,2.0,2.0,2.0,1,2015-03-17 15:12:14,
311813409489998,253419211010854,2011,72,125,5,3,2011,14.725,14.725,12.0,12.0,13.1,13.1,15.8,15.8,18.0,18.0,1,2,,,2.0,1,2015-03-17 15:12:14,
311813410489998,253419211010854,2011,72,125,5,4,2011,5.45,5.45,6.0,6.0,7.0,7.0,5.0,5.0,3.8,3.8,1,2,,,4.5,1,2015-03-17 15:12:14,
311811111489998,253419197010854,2011,72,125,9,2,2011,2.625,1.425,2.5,1.5,2.7,1.4,2.0,1.0,3.3,1.8,1,2,1.0,1.0,7.3,1,2015-03-17 15:12:14,
311811112489998,253419197010854,2011,72,125,9,3,2011,1.375,0.925,1.8,1.6,1.0,0.4,2.0,1.3,0.7,0.4,1,2,,,8.0,1,2015-03-17 15:12:14,
311811113489998,253419197010854,2011,72,125,9,4,2011,2.7,1.475,3.1,2.1,2.3,1.1,3.4,1.9,2.0,0.8,1,2,,,10.5,1,2015-03-17 15:12:14,
311811720489998,253419199010854,2011,72,129,6,2,2011,,,,,,,,,,,2,2,,,,2,2015-03-17 15:12:14,
311813669489998,253419231010854,2011,72,131,2,2,2011,1.225,1.225,0.7,0.7,0.5,0.5,1.4,1.4,2.3,2.3,1,2,2.0,2.0,20.0,1,2015-03-17 15:12:14,
311813670489998,253419231010854,2011,72,131,2,3,2011,0.8,0.8,0.3,0.3,1.9,1.9,0.2,0.2,0.8,0.8,1,2,,,8.5,1,2015-03-17 15:12:14,
311813671489998,253419231010854,2011,72,131,2,4,2011,2.25,2.25,2.6,2.6,3.2,3.2,1.9,1.9,1.3,1.3,1,2,,,13.0,1,2015-03-17 15:12:14,
311813314489998,253419232010854,2011,72,131,5,2,2011,2.075,1.9,1.4,1.1,2.7,2.4,2.2,2.1,2.0,2.0,1,2,2.0,2.0,8.0,1,2015-03-17 15:12:14,
311813315489998,253419232010854,2011,72,131,5,3,2011,1.675,1.675,1.8,1.8,1.2,1.2,1.3,1.3,2.4,2.4,2,2,,,10.0,1,2015-03-17 15:12:14,
311813316489998,253419232010854,2011,72,131,5,4,2011,,,,,,,,,,,3,2,,,,2,2015-03-17 15:12:14,
311810325489998,253419186010854,2011,72,133,2,2,2011,1.275,1.275,3.0,3.0,1.0,1.0,0.0,0.0,1.1,1.1,1,2,2.0,2.0,2.3,1,2015-03-17 15:12:14,
311810326489998,253419186010854,2011,72,133,2,3,2011,4.2,4.2,5.0,5.0,5.0,5.0,4.3,4.3,2.5,2.5,1,2,,,2.0,1,2015-03-17 15:12:14,
311810327489998,253419186010854,2011,72,133,2,4,2011,0.225,0.225,0.1,0.1,0.1,0.1,0.2,0.2,0.5,0.5,1,2,,,2.0,1,2015-03-17 15:12:14,
311813975489998,253419236010854,2011,72,135,1,2,2011,1.475,1.475,1.5,1.5,1.5,1.5,1.3,1.3,1.6,1.6,1,2,2.0,2.0,3.5,1,2015-03-17 15:12:14,
311813976489998,253419236010854,2011,72,135,1,3,2011,,,,,,,,,,,2,2,,,,2,2015-03-17 15:12:14,
311813977489998,253419236010854,2011,72,135,1,4,2011,,,,,,,,,,,2,2,,,,2,2015-03-17 15:12:14,
311813724489998,253419234010854,2011,72,139,1,2,2011,,,,,,,,,,,1,2,,,,2,2015-03-17 15:12:14,
311813725489998,253419234010854,2011,72,139,1,3,2011,,,,,,,,,,,1,2,,,,2,2015-03-17 15:12:14,
311813726489998,253419234010854,2011,72,139,1,4,2011,1.675,1.575,1.2,1.1,1.0,0.9,3.0,2.9,1.5,1.4,2,2,,,3.5,1,2015-03-17 15:12:14,
311814452489998,253419246010854,2011,72,141,2,2,2011,1.625,1.625,1.6,1.6,0.9,0.9,2.1,2.1,1.9,1.9,1,2,2.0,2.0,20.0,1,2015-03-17 15:12:14,
311814453489998,253419246010854,2011,72,141,2,3,2011,1.825,1.825,1.9,1.9,1.0,1.0,3.0,3.0,1.4,1.4,1,2,,,20.0,1,2015-03-17 15:12:14,
311814454489998,253419246010854,2011,72,141,2,4,2011,1.65,1.65,1.5,1.5,1.9,1.9,1.5,1.5,1.7,1.7,1,2,,,20.0,1,2015-03-17 15:12:14,
311814772489998,253419251010854,2011,72,141,14,2,2011,5.15,5.15,7.5,7.5,5.0,5.0,2.8,2.8,5.3,5.3,1,2,2.0,2.0,20.0,1,2015-03-17 15:12:14,
311814773489998,253419251010854,2011,72,141,14,3,2011,1.275,1.275,0.7,0.7,2.3,2.3,1.6,1.6,0.5,0.5,1,2,,,15.3,1,2015-03-17 15:12:14,
311814774489998,253419251010854,2011,72,141,14,4,2011,4.75,4.75,4.5,4.5,4.5,4.5,5.0,5.0,5.0,5.0,1,2,,,13.0,1,2015-03-17 15:12:14,
311817247489998,253419286010854,2011,72,143,1,2,2011,,,,,,,,,,,1,2,,,,2,2015-03-17 15:12:15,
311817248489998,253419286010854,2011,72,143,1,3,2011,1.725,1.725,1.6,1.6,2.5,2.5,1.4,1.4,1.4,1.4,2,2,,,2.3,1,2015-03-17 15:12:15,
311817249489998,253419286010854,2011,72,143,1,4,2011,1.45,1.45,1.6,1.6,0.4,0.4,1.7,1.7,2.1,2.1,2,2,,,15.0,1,2015-03-17 15:12:15,
311816985489998,253419278010854,2011,72,145,8,2,2011,,,,,,,,,,,1,2,,,,2,2015-03-17 15:12:15,
311816986489998,253419278010854,2011,72,145,8,3,2011,1.2,1.2,2.0,2.0,0.6,0.6,1.2,1.2,1.0,1.0,2,2,,,1.0,1,2015-03-17 15:12:15,
311816987489998,253419278010854,2011,72,145,8,4,2011,,,,,,,,,,,1,2,,,,2,2015-03-17 15:12:15,
311811911489998,253419209010854,2011,72,149,1,2,2011,,,,,,,,,,,1,2,,,,2,2015-03-17 15:12:14,
311811912489998,253419209010854,2011,72,149,1,3,2011,,,,,,,,,,,1,2,,,,2,2015-03-17 15:12:14,
311811913489998,253419209010854,2011,72,149,1,4,2011,,,,,,,,,,,2,2,,,,6,2015-03-17 15:12:14,
311811573489998,253419210010854,2011,72,149,4,2,2011,1.675,1.675,0.7,0.7,1.7,1.7,1.5,1.5,2.8,2.8,2,2,2.0,2.0,20.0,1,2015-03-17 15:12:14,
311811574489998,253419210010854,2011,72,149,4,3,2011,1.65,1.65,1.4,1.4,1.4,1.4,2.7,2.7,1.1,1.1,1,2,,,20.0,1,2015-03-17 15:12:14,
311811575489998,253419210010854,2011,72,149,4,4,2011,0.45,0.45,0.0,0.0,0.5,0.5,0.3,0.3,1.0,1.0,2,2,,,3.0,1,2015-03-17 15:12:14,
311812473489998,253419217010854,2011,72,153,1,2,2011,2.4,1.65,2.2,0.3,2.5,2.0,1.6,1.5,3.3,2.8,1,2,1.0,1.0,20.0,1,2015-03-17 15:12:14,
311812474489998,253419217010854,2011,72,153,1,3,2011,2.5,2.15,3.0,2.6,2.6,2.4,2.0,1.8,2.4,1.8,1,2,,,20.0,1,2015-03-17 15:12:14,
311812475489998,253419217010854,2011,72,153,1,4,2011,1.325,1.325,1.3,1.3,1.2,1.2,1.2,1.2,1.6,1.6,1,2,,,20.0,1,2015-03-17 15:12:14,
311809287489998,253419172010854,2011,72,153,2,2,2011,2.575,2.575,2.3,2.3,2.7,2.7,2.0,2.0,3.3,3.3,1,2,1.0,1.0,3.5,1,2015-03-17 15:12:14,
311809288489998,253419172010854,2011,72,153,2,3,2011,2.725,2.725,3.1,3.1,3.8,3.8,2.2,2.2,1.8,1.8,1,2,,,7.4,1,2015-03-17 15:12:14,
311809289489998,253419172010854,2011,72,153,2,4,2011,1.425,1.425,1.8,1.8,1.3,1.3,1.0,1.0,1.6,1.6,1,2,,,6.7,1,2015-03-17 15:12:14,
311809669489998,253419178010854,2011,72,153,3,2,2011,2.375,2.375,2.3,2.3,1.8,1.8,2.2,2.2,3.2,3.2,1,2,1.0,1.0,4.7,1,2015-03-17 15:12:14,
311809670489998,253419178010854,2011,72,153,3,3,2011,2.6,2.6,2.6,2.6,2.3,2.3,3.0,3.0,2.5,2.5,1,2,,,4.1,1,2015-03-17 15:12:14,
311809671489998,253419178010854,2011,72,153,3,4,2011,1.8,1.6,1.2,1.0,2.3,2.1,1.2,1.0,2.5,2.3,1,2,,,4.0,1,2015-03-17 15:12:14,
311817981489998,253419293010854,2011,72,153,11,2,2011,1.625,1.45,0.9,0.8,2.3,2.0,0.9,0.8,2.4,2.2,1,2,9.0,9.0,7.4,1,2015-03-17 15:12:15,
311817982489998,253419293010854,2011,72,153,11,3,2011,1.625,1.55,1.6,1.6,1.7,1.6,2.1,1.9,1.1,1.1,1,2,,,5.2,1,2015-03-17 15:12:15,
311817983489998,253419293010854,2011,72,153,11,4,2011,0.95,0.95,1.1,1.1,1.0,1.0,1.0,1.0,0.7,0.7,1,2,,,4.0,1,2015-03-17 15:12:15,
311812792489998,253419222010854,2011,72,153,12,2,2011,3.025,2.55,3.2,3.0,2.9,2.9,3.4,2.3,2.6,2.0,1,2,1.0,1.0,12.0,1,2015-03-17 15:12:14,
311812793489998,253419222010854,2011,72,153,12,3,2011,0.425,0.425,0.2,0.2,0.4,0.4,0.3,0.3,0.8,0.8,1,2,,,6.0,1,2015-03-17 15:12:14,
311812794489998,253419222010854,2011,72,153,12,4,2011,1.3,1.3,1.0,1.0,1.1,1.1,1.3,1.3,1.8,1.8,1,2,,,9.3,1,2015-03-17 15:12:14,
312735424489998,219013688020004,2014,72,49,13,3,2015,,,,,,,,,,,1,3,,,,9,2015-03-17 15:12:14,
311818363489998,253419303010854,2011,72,71,7,4,2011,1.175,1.175,1.5,1.5,1.0,1.0,1.2,1.2,1.0,1.0,1,2,,,3.4,1,2015-03-17 15:12:15,
312735423489998,219013688020004,2014,72,49,13,2,2015,,,,,,,,,,,1,3,,,,9,2015-03-17 15:12:14,
311815564489998,253419261010854,2011,72,83,2,3,2011,1.95,1.95,1.5,1.5,1.3,1.3,3.4,3.4,1.6,1.6,1,2,,,10.6,1,2015-03-17 15:12:15,
311811271489998,253419201010854,2011,72,93,6,2,2011,0.25,0.25,0.0,0.0,0.4,0.4,0.4,0.4,0.2,0.2,1,2,9.0,9.0,0.0,1,2015-03-17 15:12:14,
311811272489998,253419201010854,2011,72,93,6,3,2011,2.35,1.35,0.5,0.5,4.4,2.9,2.0,1.0,2.5,1.0,1,2,,,0.0,1,2015-03-17 15:12:14,
311811721489998,253419199010854,2011,72,129,6,3,2011,3.5,3.5,5.5,5.5,2.5,2.5,4.0,4.0,2.0,2.0,1,2,,,14.7,1,2015-03-17 15:12:14,
311811722489998,253419199010854,2011,72,129,6,4,2011,5.625,4.55,2.0,1.5,9.0,7.7,4.0,3.0,7.5,6.0,1,2,,,4.8,1,2015-03-17 15:12:14,
312735425489998,219013688020004,2014,72,49,13,4,2015,,,,,,,,,,,1,3,,,,9,2015-03-17 15:12:14,
312735195489998,219013498020004,2014,72,49,20,2,2015,,,,,,,,,,,2,3,,,,9,2015-03-17 15:12:14,
312735196489998,219013498020004,2014,72,49,20,3,2015,,,,,,,,,,,2,3,,,,9,2015-03-17 15:12:14,
312735197489998,219013498020004,2014,72,49,20,4,2015,,,,,,,,,,,2,3,,,,9,2015-03-17 15:12:14,
312735266489998,219013534020004,2014,72,49,148,2,2015,,,,,,,,,,,1,3,,,,9,2015-03-17 15:12:14,
312735267489998,219013534020004,2014,72,49,148,3,2015,,,,,,,,,,,1,3,,,,9,2015-03-17 15:12:14,
312735268489998,219013534020004,2014,72,49,148,4,2015,,,,,,,,,,,1,3,,,,9,2015-03-17 15:12:14,
312735340489998,219013535020004,2014,72,49,216,2,2015,,,,,,,,,,,1,3,,,,9,2015-03-17 15:12:14,
312735341489998,219013535020004,2014,72,49,216,3,2015,,,,,,,,,,,1,3,,,,9,2015-03-17 15:12:14,
312735342489998,219013535020004,2014,72,49,216,4,2015,,,,,,,,,,,1,3,,,,9,2015-03-17 15:12:14,
311807984489998,219013694020004,2014,72,147,5,2,2014,,,,,,,,,,,1,3,,,,6,2015-03-17 15:12:14,
311807985489998,219013694020004,2014,72,147,5,3,2014,,,,,,,,,,,1,3,,,,6,2015-03-17 15:12:14,
311807986489998,219013694020004,2014,72,147,5,4,2014,,,,,,,,,,,1,3,,,,6,2015-03-17 15:12:14,
311809104489998,219013872020004,2014,72,147,8,2,2014,,,,,,,,,,,1,2,,,,3,2015-03-17 15:12:14,
311809105489998,219013872020004,2014,72,147,8,3,2014,,,,,,,,,,,1,2,,,,3,2015-03-17 15:12:14,
311809106489998,219013872020004,2014,72,147,8,4,2014,,,,,,,,,,,1,2,,,,3,2015-03-17 15:12:14,
311808520489998,219013828020004,2014,72,147,89,2,2014,,,,,,,,,,,1,3,,,,9,2015-03-17 15:12:14,
311808521489998,219013828020004,2014,72,147,89,3,2014,,,,,,,,,,,2,3,,,,2,2015-03-17 15:12:14,
311808522489998,219013828020004,2014,72,147,89,4,2014,,,,,,,,,,,1,3,,,,9,2015-03-17 15:12:14,
311809187489998,219013875020004,2014,72,147,155,2,2014,,,,,,,,,,,1,3,,,,6,2015-03-17 15:12:14,
311809188489998,219013875020004,2014,72,147,155,3,2014,,,,,,,,,,,1,3,,,,6,2015-03-17 15:12:14,
311809189489998,219013875020004,2014,72,147,155,4,2014,,,,,,,,,,,1,3,,,,6,2015-03-17 15:12:14,
311808455489998,219013816020004,2014,72,147,213,2,2014,,,,,,,,,,,1,1,,,,6,2015-03-17 15:12:14,
311808456489998,219013816020004,2014,72,147,213,3,2014,,,,,,,,,,,1,1,,,,6,2015-03-17 15:12:14,
311808457489998,219013816020004,2014,72,147,213,4,2014,,,,,,,,,,,1,1,,,,6,2015-03-17 15:12:14,
311807685489998,219013692020004,2014,72,147,253,2,2014,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,2,0.0,0.0,2.5,1,2015-03-17 15:12:14,
311807686489998,219013692020004,2014,72,147,253,3,2014,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2,,,0.5,1,2015-03-17 15:12:14,
311807687489998,219013692020004,2014,72,147,253,4,2014,0.65,0.65,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,1,2,,,1.8,1,2015-03-17 15:12:14,
